Time,TRoo,Q_flow_nominal,T_a_nominal,T_b_nominal,m_flow_nominal,dp_nominal,sou.nPorts,sou.verifyInputs,sou.ports[1].m_flow,sou.ports[1].p,sou.ports[1].h_outflow,sou.X[1],sou.p,sou.T,sou.p_in,sou.T_in,res2.allowFlowReversal,res2.port_a.m_flow,res2.port_a.p,res2.port_a.h_outflow,res2.port_b.m_flow,res2.port_b.p,res2.port_b.h_outflow,res2.m_flow_nominal,res2.m_flow_small,res2.m_flow,res2.dp,res2.from_dp,res2.dp_nominal,res2.linearized,res2.m_flow_turbulent,res2.deltaM,res2.k,sin.nPorts,sin.verifyInputs,sin.ports[1].m_flow,sin.ports[1].p,sin.ports[1].h_outflow,sin.X[1],sin.p,sin.T,radCon.allowFlowReversal,radCon.port_a.m_flow,radCon.port_a.p,radCon.port_a.h_outflow,radCon.port_b.m_flow,radCon.port_b.p,radCon.port_b.h_outflow,radCon.m_flow_nominal,radCon.m_flow_small,radCon.m_flow,radCon.dp,radCon.sta_a.p,radCon.sta_a.T,radCon.sta_b.p,radCon.sta_b.T,radCon.energyDynamics,radCon.massDynamics,radCon.substanceDynamics,radCon.traceDynamics,radCon.p_start,radCon.T_start,radCon.X_start[1],radCon.mSenFac,radCon.nEle,radCon.fraRad,radCon.Q_flow_nominal,radCon.T_a_nominal,radCon.T_b_nominal,radCon.TAir_nominal,radCon.TRad_nominal,radCon.n,radCon.VWat,radCon.mDry,radCon.deltaM,radCon.from_dp,radCon.dp_nominal,radCon.linearized,radCon.QCon_flow,radCon.QRad_flow,radCon.Q_flow,radCon.heatPortCon.T,radCon.heatPortCon.Q_flow,radCon.heatPortRad.T,radCon.heatPortRad.Q_flow,radCon.vol[1].energyDynamics,radCon.vol[1].massDynamics,radCon.vol[1].substanceDynamics,radCon.vol[1].traceDynamics,radCon.vol[1].p_start,radCon.vol[1].T_start,radCon.vol[1].X_start[1],radCon.vol[1].mSenFac,radCon.vol[1].prescribedHeatFlowRate,radCon.vol[1].simplify_mWat_flow,radCon.vol[1].m_flow_nominal,radCon.vol[1].nPorts,radCon.vol[1].m_flow_small,radCon.vol[1].allowFlowReversal,radCon.vol[1].V,radCon.vol[1].ports[1].m_flow,radCon.vol[1].ports[1].p,radCon.vol[1].ports[1].h_outflow,radCon.vol[1].ports[2].m_flow,radCon.vol[1].ports[2].p,radCon.vol[1].ports[2].h_outflow,radCon.vol[1].T,radCon.vol[1].U,radCon.vol[1].p,radCon.vol[1].m,radCon.vol[1].use_C_flow,radCon.vol[1].heatPort.T,radCon.vol[1].heatPort.Q_flow,radCon.vol[2].energyDynamics,radCon.vol[2].massDynamics,radCon.vol[2].substanceDynamics,radCon.vol[2].traceDynamics,radCon.vol[2].p_start,radCon.vol[2].T_start,radCon.vol[2].X_start[1],radCon.vol[2].mSenFac,radCon.vol[2].prescribedHeatFlowRate,radCon.vol[2].simplify_mWat_flow,radCon.vol[2].m_flow_nominal,radCon.vol[2].nPorts,radCon.vol[2].m_flow_small,radCon.vol[2].allowFlowReversal,radCon.vol[2].V,radCon.vol[2].ports[1].m_flow,radCon.vol[2].ports[1].p,radCon.vol[2].ports[1].h_outflow,radCon.vol[2].ports[2].m_flow,radCon.vol[2].ports[2].p,radCon.vol[2].ports[2].h_outflow,radCon.vol[2].T,radCon.vol[2].U,radCon.vol[2].p,radCon.vol[2].m,radCon.vol[2].use_C_flow,radCon.vol[2].heatPort.T,radCon.vol[2].heatPort.Q_flow,radCon.vol[3].energyDynamics,radCon.vol[3].massDynamics,radCon.vol[3].substanceDynamics,radCon.vol[3].traceDynamics,radCon.vol[3].p_start,radCon.vol[3].T_start,radCon.vol[3].X_start[1],radCon.vol[3].mSenFac,radCon.vol[3].prescribedHeatFlowRate,radCon.vol[3].simplify_mWat_flow,radCon.vol[3].m_flow_nominal,radCon.vol[3].nPorts,radCon.vol[3].m_flow_small,radCon.vol[3].allowFlowReversal,radCon.vol[3].V,radCon.vol[3].ports[1].m_flow,radCon.vol[3].ports[1].p,radCon.vol[3].ports[1].h_outflow,radCon.vol[3].ports[2].m_flow,radCon.vol[3].ports[2].p,radCon.vol[3].ports[2].h_outflow,radCon.vol[3].T,radCon.vol[3].U,radCon.vol[3].p,radCon.vol[3].m,radCon.vol[3].use_C_flow,radCon.vol[3].heatPort.T,radCon.vol[3].heatPort.Q_flow,radCon.vol[4].energyDynamics,radCon.vol[4].massDynamics,radCon.vol[4].substanceDynamics,radCon.vol[4].traceDynamics,radCon.vol[4].p_start,radCon.vol[4].T_start,radCon.vol[4].X_start[1],radCon.vol[4].mSenFac,radCon.vol[4].prescribedHeatFlowRate,radCon.vol[4].simplify_mWat_flow,radCon.vol[4].m_flow_nominal,radCon.vol[4].nPorts,radCon.vol[4].m_flow_small,radCon.vol[4].allowFlowReversal,radCon.vol[4].V,radCon.vol[4].ports[1].m_flow,radCon.vol[4].ports[1].p,radCon.vol[4].ports[1].h_outflow,radCon.vol[4].ports[2].m_flow,radCon.vol[4].ports[2].p,radCon.vol[4].ports[2].h_outflow,radCon.vol[4].T,radCon.vol[4].U,radCon.vol[4].p,radCon.vol[4].m,radCon.vol[4].use_C_flow,radCon.vol[4].heatPort.T,radCon.vol[4].heatPort.Q_flow,radCon.vol[5].energyDynamics,radCon.vol[5].massDynamics,radCon.vol[5].substanceDynamics,radCon.vol[5].traceDynamics,radCon.vol[5].p_start,radCon.vol[5].T_start,radCon.vol[5].X_start[1],radCon.vol[5].mSenFac,radCon.vol[5].prescribedHeatFlowRate,radCon.vol[5].simplify_mWat_flow,radCon.vol[5].m_flow_nominal,radCon.vol[5].nPorts,radCon.vol[5].m_flow_small,radCon.vol[5].allowFlowReversal,radCon.vol[5].V,radCon.vol[5].ports[1].m_flow,radCon.vol[5].ports[1].p,radCon.vol[5].ports[1].h_outflow,radCon.vol[5].ports[2].m_flow,radCon.vol[5].ports[2].p,radCon.vol[5].ports[2].h_outflow,radCon.vol[5].T,radCon.vol[5].U,radCon.vol[5].p,radCon.vol[5].m,radCon.vol[5].use_C_flow,radCon.vol[5].heatPort.T,radCon.vol[5].heatPort.Q_flow,TBCCon2.T,TBCCon2.port.T,TBCCon2.port.Q_flow,step.height,step.y,step.offset,step.startTime,TBCRad2.T,TBCRad2.port.T,TBCRad2.port.Q_flow,ramp.height,ramp.duration,ramp.y,ramp.offset,ramp.startTime
5464.8,293.15,5000,328.15,318.15,0.119502865,3000,1,0,-0.119502865,303000,156431.39,1,300000,328.15,303000,310.538,1,0.119502865,303000,188280,-0.119502865,300000,136715.84,0.119502865,1.19502865e-05,0.119502865,3000,0,3000,0,0.03585086,0.3,0.0021818138,1,0,0.119502865,300000,188280,1,300000,318.15,1,0.119502865,303000,151846.98,-0.119502865,303000,136715.84,0.13211699,1.3211698e-05,0.119502865,0,303000,310.538,303000,305.82587,4,4,4,4,300000,328.15,1,1.5442861,5,0.35,5527.775,601.3,591.3,566.3,566.3,1.24,0.032061093,145.38048,0.3,0,0,0,-1531.4417,-824.62244,-2356.064,293.15,-1531.4417,293.15,-824.62244,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,151846.98,-0.119502865,303000,151846.98,309.4423,1496997.4,303000,6.383915,0,309.4423,-547.8501,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,147612.98,-0.119502865,303000,147612.98,308.43036,1455256.2,303000,6.383915,0,308.43036,-505.97476,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,143698.08,-0.119502865,303000,143698.08,307.49466,1416660.8,303000,6.383915,0,307.49466,-467.8425,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,140074.14,-0.119502865,303000,140074.14,306.6285,1380933.8,303000,6.383915,0,306.6285,-433.07184,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,136715.84,-0.119502865,303000,136715.84,305.82587,1347825.8,303000,6.383915,0,305.82587,-401.32486,293.15,293.15,1531.4417,0,303000,303000,3600,293.15,293.15,824.62244,-34,3600,310.538,328.15,3600
5486.4,293.15,5000,328.15,318.15,0.119502865,3000,1,0,-0.119502865,303000,155577.86,1,300000,328.15,303000,310.334,1,0.119502865,303000,188280,-0.119502865,300000,136137.11,0.119502865,1.19502865e-05,0.119502865,3000,0,3000,0,0.03585086,0.3,0.0021818138,1,0,0.119502865,300000,188280,1,300000,318.15,1,0.119502865,303000,151059.06,-0.119502865,303000,136137.11,0.13211699,1.3211698e-05,0.119502865,0,303000,310.334,303000,305.68756,4,4,4,4,300000,328.15,1,1.5442861,5,0.35,5527.775,601.3,591.3,566.3,566.3,1.24,0.032061093,145.38048,0.3,0,0,0,-1510.0957,-813.1285,-2323.224,293.15,-1510.0957,293.15,-813.1285,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,151059.06,-0.119502865,303000,151059.06,309.25397,1489229.6,303000,6.383915,0,309.25397,-540.0088,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,146884.78,-0.119502865,303000,146884.78,308.25632,1448077.1,303000,6.383915,0,308.25632,-498.83832,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,143024.3,-0.119502865,303000,143024.3,307.33362,1410018.2,303000,6.383915,0,307.33362,-461.33868,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,139450.02,-0.119502865,303000,139450.02,306.47937,1374780.9,303000,6.383915,0,306.47937,-427.1367,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,136137.11,-0.119502865,303000,136137.11,305.68756,1342120.2,303000,6.383915,0,305.68756,-395.90167,293.15,293.15,1510.0957,0,303000,303000,3600,293.15,293.15,813.1285,-34,3600,310.334,328.15,3600
5508,293.15,5000,328.15,318.15,0.119502865,3000,1,0,-0.119502865,303000,154724.31,1,300000,328.15,303000,310.13,1,0.119502865,303000,188280,-0.119502865,300000,135557.8,0.119502865,1.19502865e-05,0.119502865,3000,0,3000,0,0.03585086,0.3,0.0021818138,1,0,0.119502865,300000,188280,1,300000,318.15,1,0.119502865,303000,150270.97,-0.119502865,303000,135557.8,0.13211699,1.3211698e-05,0.119502865,0,303000,310.13,303000,305.5491,4,4,4,4,300000,328.15,1,1.5442861,5,0.35,5527.775,601.3,591.3,566.3,566.3,1.24,0.032061093,145.38048,0.3,0,0,0,-1488.7955,-801.6592,-2290.4548,293.15,-1488.7955,293.15,-801.6592,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,150270.97,-0.119502865,303000,150270.97,309.0656,1481460.2,303000,6.383915,0,309.0656,-532.1878,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,146156.27,-0.119502865,303000,146156.27,308.08218,1440895,303000,6.383915,0,308.08218,-491.71857,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,142350.1,-0.119502865,303000,142350.1,307.1725,1403371.5,303000,6.383915,0,307.1725,-454.84848,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,138825.39,-0.119502865,303000,138825.39,306.33008,1368622.9,303000,6.383915,0,306.33008,-421.21255,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,135557.8,-0.119502865,303000,135557.8,305.5491,1336409,303000,6.383915,0,305.5491,-390.48734,293.15,293.15,1488.7955,0,303000,303000,3600,293.15,293.15,801.6592,-34,3600,310.13,328.15,3600
5529.6,293.15,5000,328.15,318.15,0.119502865,3000,1,0,-0.119502865,303000,153870.78,1,300000,328.15,303000,309.926,1,0.119502865,303000,188280,-0.119502865,300000,134977.88,0.119502865,1.19502865e-05,0.119502865,3000,0,3000,0,0.03585086,0.3,0.0021818138,1,0,0.119502865,300000,188280,1,300000,318.15,1,0.119502865,303000,149482.72,-0.119502865,303000,134977.88,0.13211699,1.3211698e-05,0.119502865,0,303000,309.926,303000,305.4105,4,4,4,4,300000,328.15,1,1.5442861,5,0.35,5527.775,601.3,591.3,566.3,566.3,1.24,0.032061093,145.38048,0.3,0,0,0,-1467.5417,-790.2148,-2257.7566,293.15,-1467.5417,293.15,-790.2148,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,149482.72,-0.119502865,303000,149482.72,308.87723,1473689,303000,6.383915,0,308.87723,-524.3873,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,145427.45,-0.119502865,303000,145427.45,307.908,1433709.9,303000,6.383915,0,307.908,-484.61566,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,141675.47,-0.119502865,303000,141675.47,307.01126,1396720.6,303000,6.383915,0,307.01126,-448.37204,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,138200.25,-0.119502865,303000,138200.25,306.18066,1362459.8,303000,6.383915,0,306.18066,-415.29962,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,134977.88,-0.119502865,303000,134977.88,305.4105,1330691.8,303000,6.383915,0,305.4105,-385.0819,293.15,293.15,1467.5417,0,303000,303000,3600,293.15,293.15,790.2148,-34,3600,309.926,328.15,3600
5551.2,293.15,5000,328.15,318.15,0.119502865,3000,1,0,-0.119502865,303000,153017.25,1,300000,328.15,303000,309.722,1,0.119502865,303000,188280,-0.119502865,300000,134397.36,0.119502865,1.19502865e-05,0.119502865,3000,0,3000,0,0.03585086,0.3,0.0021818138,1,0,0.119502865,300000,188280,1,300000,318.15,1,0.119502865,303000,148694.28,-0.119502865,303000,134397.36,0.13211699,1.3211698e-05,0.119502865,0,303000,309.722,303000,305.27173,4,4,4,4,300000,328.15,1,1.5442861,5,0.35,5527.775,601.3,591.3,566.3,566.3,1.24,0.032061093,145.38048,0.3,0,0,0,-1446.3347,-778.7956,-2225.1304,293.15,-1446.3347,293.15,-778.7956,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,148694.28,-0.119502865,303000,148694.28,308.68878,1465916.2,303000,6.383915,0,308.68878,-516.6075,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,144698.31,-0.119502865,303000,144698.31,307.73373,1426521.5,303000,6.383915,0,307.73373,-477.5298,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,141000.4,-0.119502865,303000,141000.4,306.8499,1390065.5,303000,6.383915,0,306.8499,-441.90955,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,137574.56,-0.119502865,303000,137574.56,306.0311,1356291.5,303000,6.383915,0,306.0311,-409.39795,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,134397.36,-0.119502865,303000,134397.36,305.27173,1324968.8,303000,6.383915,0,305.27173,-379.68555,293.15,293.15,1446.3347,0,303000,303000,3600,293.15,293.15,778.7956,-34,3600,309.722,328.15,3600
5572.8,293.15,5000,328.15,318.15,0.119502865,3000,1,0,-0.119502865,303000,152163.72,1,300000,328.15,303000,309.518,1,0.119502865,303000,188280,-0.119502865,300000,133816.23,0.119502865,1.19502865e-05,0.119502865,3000,0,3000,0,0.03585086,0.3,0.0021818138,1,0,0.119502865,300000,188280,1,300000,318.15,1,0.119502865,303000,147905.67,-0.119502865,303000,133816.23,0.13211699,1.3211698e-05,0.119502865,0,303000,309.518,303000,305.13284,4,4,4,4,300000,328.15,1,1.5442861,5,0.35,5527.775,601.3,591.3,566.3,566.3,1.24,0.032061093,145.38048,0.3,0,0,0,-1425.1749,-767.4019,-2192.577,293.15,-1425.1749,293.15,-767.4019,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,147905.67,-0.119502865,303000,147905.67,308.5003,1458141.6,303000,6.383915,0,308.5003,-508.84857,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,143968.84,-0.119502865,303000,143968.84,307.5594,1419330.1,303000,6.383915,0,307.5594,-470.46112,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,140324.9,-0.119502865,303000,140324.9,306.68845,1383406,303000,6.383915,0,306.68845,-435.46112,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,136948.36,-0.119502865,303000,136948.36,305.88144,1350118,303000,6.383915,0,305.88144,-403.5077,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,133816.23,-0.119502865,303000,133816.23,305.13284,1319239.6,303000,6.383915,0,305.13284,-374.29837,293.15,293.15,1425.1749,0,303000,303000,3600,293.15,293.15,767.4019,-34,3600,309.518,328.15,3600
5594.4,293.15,5000,328.15,318.15,0.119502865,3000,1,0,-0.119502865,303000,151310.17,1,300000,328.15,303000,309.314,1,0.119502865,303000,188280,-0.119502865,300000,133234.48,0.119502865,1.19502865e-05,0.119502865,3000,0,3000,0,0.03585086,0.3,0.0021818138,1,0,0.119502865,300000,188280,1,300000,318.15,1,0.119502865,303000,147116.88,-0.119502865,303000,133234.48,0.13211699,1.3211698e-05,0.119502865,0,303000,309.314,303000,304.9938,4,4,4,4,300000,328.15,1,1.5442861,5,0.35,5527.775,601.3,591.3,566.3,566.3,1.24,0.032061093,145.38048,0.3,0,0,0,-1404.063,-756.03394,-2160.097,293.15,-1404.063,293.15,-756.03394,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,147116.88,-0.119502865,303000,147116.88,308.31177,1450365.2,303000,6.383915,0,308.31177,-501.11078,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,143239.06,-0.119502865,303000,143239.06,307.38495,1412135.5,303000,6.383915,0,307.38495,-463.40985,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,139648.97,-0.119502865,303000,139648.97,306.52692,1376742.2,303000,6.383915,0,306.52692,-429.02692,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,136321.61,-0.119502865,303000,136321.61,305.73166,1343939.1,303000,6.383915,0,305.73166,-397.629,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,133234.48,-0.119502865,303000,133234.48,304.9938,1313504.4,303000,6.383915,0,304.9938,-368.92047,293.15,293.15,1404.063,0,303000,303000,3600,293.15,293.15,756.03394,-34,3600,309.314,328.15,3600
5616,293.15,5000,328.15,318.15,0.119502865,3000,1,0,-0.119502865,303000,150456.64,1,300000,328.15,303000,309.11,1,0.119502865,303000,188280,-0.119502865,300000,132652.12,0.119502865,1.19502865e-05,0.119502865,3000,0,3000,0,0.03585086,0.3,0.0021818138,1,0,0.119502865,300000,188280,1,300000,318.15,1,0.119502865,303000,146327.92,-0.119502865,303000,132652.12,0.13211699,1.3211698e-05,0.119502865,0,303000,309.11,303000,304.8546,4,4,4,4,300000,328.15,1,1.5442861,5,0.35,5527.775,601.3,591.3,566.3,566.3,1.24,0.032061093,145.38048,0.3,0,0,0,-1382.9995,-744.692,-2127.6914,293.15,-1382.9995,293.15,-744.692,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,146327.92,-0.119502865,303000,146327.92,308.1232,1442587.2,303000,6.383915,0,308.1232,-493.39426,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,142508.97,-0.119502865,303000,142508.97,307.21045,1404937.8,303000,6.383915,0,307.21045,-456.37613,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,138972.58,-0.119502865,303000,138972.58,306.36523,1370074,303000,6.383915,0,306.36523,-422.60712,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,135694.33,-0.119502865,303000,135694.33,305.58173,1337754.9,303000,6.383915,0,305.58173,-391.762,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,132652.12,-0.119502865,303000,132652.12,304.8546,1307763.1,303000,6.383915,0,304.8546,-363.55197,293.15,293.15,1382.9995,0,303000,303000,3600,293.15,293.15,744.692,-34,3600,309.11,328.15,3600
5637.6,293.15,5000,328.15,318.15,0.119502865,3000,1,0,-0.119502865,303000,149603.11,1,300000,328.15,303000,308.906,1,0.119502865,303000,188280,-0.119502865,300000,132069.12,0.119502865,1.19502865e-05,0.119502865,3000,0,3000,0,0.03585086,0.3,0.0021818138,1,0,0.119502865,300000,188280,1,300000,318.15,1,0.119502865,303000,145538.77,-0.119502865,303000,132069.12,0.13211699,1.3211698e-05,0.119502865,0,303000,308.906,303000,304.71527,4,4,4,4,300000,328.15,1,1.5442861,5,0.35,5527.775,601.3,591.3,566.3,566.3,1.24,0.032061093,145.38048,0.3,0,0,0,-1361.9847,-733.3764,-2095.3613,293.15,-1361.9847,293.15,-733.3764,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,145538.77,-0.119502865,303000,145538.77,307.9346,1434807.4,303000,6.383915,0,307.9346,-485.6993,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,141778.53,-0.119502865,303000,141778.53,307.0359,1397736.6,303000,6.383915,0,307.0359,-449.3602,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,138295.75,-0.119502865,303000,138295.75,306.2035,1363401.4,303000,6.383915,0,306.2035,-416.2019,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,135066.48,-0.119502865,303000,135066.48,305.43167,1331565.2,303000,6.383915,0,305.43167,-385.90683,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,132069.12,-0.119502865,303000,132069.12,304.71527,1302015.6,303000,6.383915,0,304.71527,-358.19296,293.15,293.15,1361.9847,0,303000,303000,3600,293.15,293.15,733.3764,-34,3600,308.906,328.15,3600
5659.2,293.15,5000,328.15,318.15,0.119502865,3000,1,0,-0.119502865,303000,148749.56,1,300000,328.15,303000,308.702,1,0.119502865,303000,188280,-0.119502865,300000,131485.48,0.119502865,1.19502865e-05,0.119502865,3000,0,3000,0,0.03585086,0.3,0.0021818138,1,0,0.119502865,300000,188280,1,300000,318.15,1,0.119502865,303000,144749.45,-0.119502865,303000,131485.48,0.13211699,1.3211698e-05,0.119502865,0,303000,308.702,303000,304.57578,4,4,4,4,300000,328.15,1,1.5442861,5,0.35,5527.775,601.3,591.3,566.3,566.3,1.24,0.032061093,145.38048,0.3,0,0,0,-1341.0195,-722.08746,-2063.107,293.15,-1341.0195,293.15,-722.08746,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,144749.45,-0.119502865,303000,144749.45,307.74594,1427025.8,303000,6.383915,0,307.74594,-478.0261,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,141047.77,-0.119502865,303000,141047.77,306.86124,1390532.2,303000,6.383915,0,306.86124,-442.36224,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,137618.45,-0.119502865,303000,137618.45,306.0416,1356724.2,303000,6.383915,0,306.0416,-409.8114,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,134438.08,-0.119502865,303000,134438.08,305.28146,1325370.2,303000,6.383915,0,305.28146,-380.06366,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,131485.48,-0.119502865,303000,131485.48,304.57578,1296261.8,303000,6.383915,0,304.57578,-352.84363,293.15,293.15,1341.0195,0,303000,303000,3600,293.15,293.15,722.08746,-34,3600,308.702,328.15,3600
5680.8,293.15,5000,328.15,318.15,0.119502865,3000,1,0,-0.119502865,303000,147896.03,1,300000,328.15,303000,308.498,1,0.119502865,303000,188280,-0.119502865,300000,130901.21,0.119502865,1.19502865e-05,0.119502865,3000,0,3000,0,0.03585086,0.3,0.0021818138,1,0,0.119502865,300000,188280,1,300000,318.15,1,0.119502865,303000,143959.94,-0.119502865,303000,130901.21,0.13211699,1.3211698e-05,0.119502865,0,303000,308.498,303000,304.43613,4,4,4,4,300000,328.15,1,1.5442861,5,0.35,5527.775,601.3,591.3,566.3,566.3,1.24,0.032061093,145.38048,0.3,0,0,0,-1320.1044,-710.82544,-2030.9298,293.15,-1320.1044,293.15,-710.82544,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,143959.94,-0.119502865,303000,143959.94,307.55725,1419242.2,303000,6.383915,0,307.55725,-470.37488,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,140316.66,-0.119502865,303000,140316.66,306.6865,1383324.6,303000,6.383915,0,306.6865,-435.38242,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,136940.7,-0.119502865,303000,136940.7,305.8796,1350042.5,303000,6.383915,0,305.8796,-403.4358,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,133809.12,-0.119502865,303000,133809.12,305.13113,1319169.6,303000,6.383915,0,305.13113,-374.2326,4,4,4,4,300000,328.15,1,1.5442861,0,1,0.13211699,2,1.3211698e-05,1,0.006412219,0.119502865,303000,130901.21,-0.119502865,303000,130901.21,304.43613,1290501.6,303000,6.383915,0,304.43613,-347.5041,293.15,293.15,1320.1044,0,303000,303000,3600,293.15,293.15,710.82544,-34,3600,308.498,328.15,3600
